Iowa Senate
District ID,id,Pop20,DHouseholds,DTotal_Income,DArea,DSumAge,DTotal_Rent,DTotalCom,D20Minus,D20to40,D40to65,D65Plus,D0_25k,D25k_50k,D50k_100k,D100k_200k,D200kPlus,DGINI,DOc,DOcOth,DOc1Det,DOc1Att,DOc2_10,DOc10_50,DOc50_Plus,DWhite,DBlack,DNative,DAsian,DPacific,DOther,DMultiracial,DLatino,DVAP,DWhiteVAP,DBlackVAP,DNativeVAP,DAsianVAP,DPacificVAP,DOtherVAP,DMultiracialVAP,DLatinoVAP,DPop10,D10White,D10Black,D10Native,D10Asian,D10Pacific,D10Other,D10Multiracial,D10Latino,D10PCI,D00PCI,DPop00,D00White,D00Black,D00Native,D00Asian,D00Pacific,D00Other,D00Multiracial,D00Latino,DPop90,D90White,D90Black,D90Native,D90Asian,D90Other,D90Latino,D5_or_older,DEnglishOnly,DLimitedEnglish,DSpanish,DIndoEuropean,DAsianPacific,DOtherLanguage,D25_or_older,DHighschool,DBachelors,DGraduate,DNonInstit,DInsured,DUninsured,DMale,DFemale,DVeteran,DWorker_16_up,DCCar,DCTransit,DCWalk,DCBike,DCOther,DIAgri,DIConst,DIMfg,DIWholesale,DIRetail,DITrans,DIInfo,DIProf,DIEdu,DIArts,DIOther,DIPa,DIArmy,DinState,DoutState,DinCounty,DoutCounty,D16_up,DInLF,DUnemployed,DPopPov,DPoverty,DOHousing,DOwner,DRenter,DA_All,DA_Oth,DA_SouthAsia,DA_China,DA_SEasia,DA_Viet,DA_Filipino,DA_Japan,DA_Korea,DE_All,DE_Oth,DE_Germ,DE_USA,DE_Ire,DE_Brit,DE_Italy,DE_Scand,DE_Dutch,DE_Fr,DE_EastEuro,DE_Portug,DE_Czech,DE_Brazil,DE_Arab,DE_Polish,DE_Iran,DE_Balkan,DE_Hungary,DE_Greek,DF_All,DF_African,DF_Carib,DF_AA,DL_All,DL_Oth,DL_Mex,DL_PR,DL_Cuba,DL_Domin,DL_CA,DL_SA,DL_Spain,DUSBorn,DInStateB,DOutStateB,DForeignBorn,DForeignC,DForeignNC,DStSpouse,DGaySpouse,DStPartner,DGayPartner,DCapitaIncome,G22AgD,G22AgR,G22AgO,G22AgrCD,G22AgrCR,G22AgrCO,G22TreD,G22TreR,G22TreO,G22AudD,G22AudR,G22AudO,G22SosD,G22SosR,G22SosO,G22GovD,G22GovR,G22GovO,G22SenD,G22SenR,G22SenO,G20PreD,G20PreR,G20SenD,G20SenR,G20PreO,G20SenO,G18GovR,G18GovD,G18AgD,G18AgR,G18SosR,G18SosD,G18TreR,G18TreD,G18AudR,G18AudD,G18AgrCR,G18AgrCD,G18GovO,G18AgO,G18SosO,G18TreO,G18AudO,G18AgrCO,G16PreR,G16PreD,G16SenR,G16SenD,G16PreO,G16SenO,G16PrePCli,G16PrePSan,G16PrePO,G16PrePAll,G14AgR,G14AgD,G14AgO,G14AgrCR,G14AgrCD,G14AgrCO,G14TreR,G14TreD,G14TreO,G14AudR,G14AudD,G14AudO,G14SosR,G14SosD,G14SosO,G14GovR,G14GovD,G14GovO,G14SenR,G14SenD,G14SenO,G12PreR,G12PreD,G12PreO,G24GuessD,G24GuessR,G28GuessD,G28GuessR,DNonVet,GBuildD,GBuildR
11,11,65647,25120,2360986108,1984090,2555003,27917049,804053,17693,15945,21227,10695,3344,4137,8359,7504,1522,25285,26734,1020,20379,1233,1896,1557,238,60887,584,149,448,25,625,2930,1945,49278,46279,375,110,330,20,432,1732,1158,59205,57521,304,133,283,12,210,655,1105,1987527450,1702866467,52944,51863,173,89,166,18,149,349,487,47506,47031,117,58,146,52,259,61982,60452,310,642,411,209,2,43798,41796,13442,3808,64825,63233,1479,32365,33282,3796,33436,32258,14,821,9,126,570,2472,3279,737,4515,1626,4956,2378,7219,1807,1659,1163,14,33181,196,15692,17764,51901,35266,1345,63395,4151,25120,20056,4999,738,82,80,21,103,142,131,54,15,22976,925,7355,3286,3116,3281,575,1578,1026,148,390,0,88,0,11,32,0,67,0,20,5000,11,0,4954,1704,113,1123,19,23,0,76,60,52,64775,51794,12476,870,596,191,14536,11,1625,0,2425704280,13267,15477,2,9814,18556,2,13261,15306,2,13948,14609,3,9797,18741,4,10190,18038,789,11524,17275,16,15238,22271,15269,21440,805,1233,15831,13315,19306,6498,16376,11928,12882,15360,14187,13918,15360,12488,644,108,709,712,815,891,18609,12862,21274,10810,2535,1377,1562,1226,25,2824,10086,14053,8,15744,7295,718,10620,12637,691,13335,9819,10,11501,11111,1184,14386,9111,1179,13521,9962,1140,16173,16088,583,14344,23164,13510,23998,0,0,0
12,12,63604,25165,2062842096,8889142,2563961,22339973,759426,17017,14093,20022,12228,4351,4768,8601,5407,632,26718,28506,999,23554,195,1598,533,165,59200,315,155,323,83,998,2532,2650,48041,45137,216,113,239,53,677,1601,1648,63054,61294,298,138,205,27,520,513,1648,1747087164,1698166423,61620,60373,111,106,158,13,269,356,730,58218,57782,45,81,124,66,205,60191,56696,728,1307,1169,15,8,43016,39793,8963,2264,63198,59622,3245,32433,31172,3156,30299,28738,1,666,8,53,1606,2801,3291,463,3746,917,2550,1084,5650,1132,661,501,19,29752,257,17730,12471,49923,32156,1082,62465,6688,25165,19348,5625,468,26,87,4,119,14,10,1,11,22486,452,7868,3131,1871,3405,209,1052,496,42,100,0,51,0,8,27,0,58,0,1,5738,3,4,5693,2471,92,1775,20,1,0,59,138,0,62443,49047,12783,1161,333,634,14220,1,1322,0,2109150039,9627,15670,0,6209,19021,0,9470,15780,0,10190,15081,0,6558,18799,0,6329,18911,217,7496,18058,4,10240,23439,10475,22233,236,804,17091,9287,16816,6338,17285,8428,13637,12024,14708,10844,16174,9251,246,30,277,312,333,491,19917,9478,21607,8021,1836,1065,1071,722,0,2372,10416,12808,2,16617,5538,519,10990,11329,372,14151,8132,0,11944,9732,839,15526,7070,786,14222,7939,1166,16548,14290,344,9111,24568,7737,25941,0,0,0
13,13,63740,24921,1753483737,4601997,2546742,19659224,580269,17015,14945,19785,11928,5278,5960,8097,4441,428,26812,29091,1655,23194,103,2046,850,341,55209,1571,279,729,529,2525,2898,4818,48176,42769,1014,204,557,275,1570,1787,2877,64258,60804,566,233,332,49,1392,837,3633,1705110591,1670244532,64580,62730,343,120,254,7,376,373,884,63835,62923,297,96,203,102,262,59793,53201,2182,2584,2607,497,261,43095,37884,8171,2292,63303,57029,6039,31768,31972,3141,27790,26663,39,354,0,275,1050,1589,6006,268,3362,1257,1320,989,6192,1176,631,388,0,27560,101,20644,7226,50001,30111,2109,62851,9150,24921,17861,6984,807,82,69,56,82,0,170,50,119,20252,393,5878,4091,1846,3609,188,286,1395,18,54,0,61,0,43,9,2,61,0,26,7801,612,3,7107,4217,139,2828,53,114,0,873,0,2,60972,47863,12704,2768,1257,1372,12444,8,1364,14,1818195973,7863,12739,0,5778,14711,0,7767,12795,0,7806,12714,0,6000,14637,0,5726,14630,286,6630,14075,0,9687,19733,10487,17839,308,944,13326,9257,14619,5135,13666,8423,11202,10834,12057,9806,12805,8969,225,13,213,240,356,510,17833,9332,17747,9209,1477,1048,1360,1109,11,2562,8364,12080,2,12258,6971,793,8685,10843,550,10693,8990,2,9520,9515,1098,12643,7429,827,11180,8494,1178,13917,14681,443,8825,20595,7954,21466,0,0,0
14,14,63822,25836,3132182352,309174,2234478,36206446,723327,18464,19924,18198,7267,2196,4015,7077,8767,3723,25035,27314,683,14865,3626,1967,4488,1594,53298,2043,139,3980,29,823,3505,2761,46144,39539,1285,95,2791,26,571,1840,1699,37383,34805,546,48,1159,13,222,448,901,1638937143,766208779,17916,17403,121,10,115,2,50,99,142,10227,10147,13,6,10,7,41,59062,51875,2344,1596,2441,2121,932,41874,40555,23538,7733,63634,60955,2626,31392,32430,2488,35742,34649,51,282,41,577,241,1460,2377,884,3272,1653,8624,4334,7732,2400,1266,1163,9,35548,118,14325,21403,47924,37052,1088,63611,3385,25836,17637,8183,4597,78,2247,719,137,457,440,0,387,21657,1452,7876,2020,1919,2232,442,2130,964,425,91,0,99,33,765,164,0,595,0,0,7714,607,0,7088,2833,283,1150,191,60,0,370,641,27,57664,42266,14414,6158,3146,2963,13706,105,2156,7,3135572313,15602,13130,0,12342,16134,2,15478,13194,0,15678,13083,2,12487,16337,0,13213,15436,678,14134,14721,11,18151,17585,17018,18326,870,948,13401,12752,17619,5617,13853,11640,11077,14144,12451,12869,13308,11728,514,275,679,685,692,749,11725,9792,15149,7251,2102,930,1007,688,24,1672,8586,8471,4,12069,4351,407,8777,7740,492,10924,5415,6,9550,6698,687,11756,5214,640,10596,6434,561,13181,9576,344,19211,16527,20313,15425,0,0,0
15,15,63743,24529,1771445302,99542,2317675,24608578,686808,17475,18187,20684,7399,4414,6048,8552,4656,795,24148,26626,1922,16870,1343,1368,4194,838,40181,5864,540,4829,30,4922,7375,12679,47295,32234,3681,399,3470,19,3145,4345,7706,60000,47323,4195,342,2779,37,3163,2063,8137,1582307024,1638867321,55238,48203,2146,182,1559,18,1901,1000,4030,50295,47553,988,130,923,559,1479,59853,47314,4848,7617,2344,1994,505,41826,35808,8096,1809,63205,58858,4340,30803,32940,3009,32278,31160,317,325,42,295,151,2340,3406,1077,3670,1736,4439,3461,6126,3490,1217,994,35,32240,16,29524,2766,49685,35217,2879,63078,8224,24529,15880,8656,5038,836,1747,230,1100,655,217,16,49,14373,797,4300,1758,2180,1475,1546,1144,355,86,16,0,63,23,12,98,0,140,26,15,17859,644,0,17205,11683,141,9614,243,195,35,1174,73,72,55967,44337,11310,7776,3318,4463,9769,47,1880,79,1851886008,10947,5643,2,9386,6910,2,11058,5509,0,11048,5402,2,9294,7219,2,9481,6759,594,10199,6583,2,16180,10104,16116,9409,574,1005,6974,13279,15407,3595,7007,12715,5413,14423,6302,13331,6709,12720,525,112,627,589,664,720,8898,13988,10924,12086,1759,1274,1513,1480,0,2964,4862,11509,2,7181,8189,740,4840,10982,470,6523,9383,5,5374,10017,942,6787,8968,919,6306,9574,783,8394,17185,513,15650,10631,15179,11104,0,0,0
16,16,64223,28357,3066667764,86895,2506789,33768520,608063,15253,18327,20608,10027,3072,5590,8993,7846,2850,27461,30268,239,16291,2864,2940,6099,1731,50110,3619,233,3746,40,1833,4644,5021,49747,40444,2399,163,2758,28,1252,2702,3203,62371,54995,1994,87,2659,26,1314,1199,3838,2911490799,3145664823,59259,54987,952,59,1545,19,712,751,1687,44736,43201,462,40,613,217,659,60270,52489,3077,2418,2390,1602,1290,45447,43660,23011,7996,64044,61733,2288,32448,31775,3212,34808,33965,210,70,45,375,224,1485,2445,906,3867,1469,7747,4148,7341,2212,1737,1099,26,34548,206,28393,6394,51210,36997,1560,63945,3922,28357,17953,10422,4565,805,1138,601,776,475,200,83,343,20757,1482,5418,2394,2537,2307,617,2690,506,165,443,1,144,7,786,322,237,304,3,62,9156,838,0,8275,3785,182,2526,130,9,0,389,383,62,57851,40022,17109,6372,3176,3161,12856,93,1778,46,3116658015,17967,10400,10,14769,13195,4,18053,10247,6,18057,10077,8,14389,13842,5,15421,12592,680,16385,12297,17,22200,14963,21052,15738,756,882,13385,18365,22728,5955,14080,16931,10574,20424,12786,18054,13454,17067,483,222,708,667,734,829,14606,18280,19200,14780,2823,1332,1829,1465,18,3291,11120,15634,14,15900,9643,799,11102,14756,738,14451,11396,21,12495,12915,1151,15370,10887,1047,13804,12701,828,17911,18571,586,22916,14246,23627,13535,0,0,0
17,17,63990,23639,1388043671,36656,2167336,21890017,564060,19754,19666,18566,6005,5939,6026,8392,3070,187,25312,26291,129,18602,619,3268,2459,1008,34278,10756,544,5084,55,6270,7006,13303,47818,28452,7111,393,3635,43,4004,4180,8232,64417,41910,10321,415,3782,83,5263,2532,11399,1422181627,1579036041,66025,46273,9909,281,3500,29,3862,1951,6498,65363,52317,9395,361,2443,653,1630,59034,42472,8345,8743,832,4147,2838,39198,31867,7441,2007,63471,58261,5197,31661,32329,2056,30380,28116,680,785,131,490,147,2377,4162,595,3470,1421,3439,3449,5656,3222,1415,768,16,30219,107,27485,2883,49209,33614,3365,61248,13916,23639,13443,10212,5891,1776,729,246,922,1740,113,58,97,10320,424,2855,1161,1461,1422,692,1045,279,111,154,0,55,0,58,35,0,17,0,3,23827,3314,68,20435,12396,146,9834,272,99,24,1706,156,8,52196,39141,12277,11794,3990,7806,7680,35,2198,69,1490173596,11218,3571,0,10103,4437,2,11182,3553,1,11218,3431,4,10018,4636,2,10362,4163,414,10786,4151,2,17075,6669,16831,6135,559,993,4653,14315,15400,2828,4679,13940,3687,14871,4383,14065,4437,13828,484,41,598,564,646,750,5814,16035,7744,14118,1792,1260,1613,1599,65,3256,3472,11976,4,5179,9450,731,3431,11467,548,4660,10460,7,3659,10933,912,4765,9937,1114,4304,10802,786,5729,18836,609,16185,7559,15309,8437,0,0,0
18,18,63978,30825,2699602957,50467,2440630,35045055,620149,13697,22288,18485,9528,5140,6875,9841,6776,2200,26802,33084,86,17653,1278,2564,5823,5559,47955,6132,280,3518,38,1683,4372,4468,51797,40883,4204,220,2558,27,1198,2708,2960,58741,49234,4897,164,1588,25,1183,1580,3025,2385034835,2442892960,59852,53137,3197,136,1343,36,741,1088,1677,59926,55700,2811,122,853,296,995,59747,51396,3633,2479,1745,2728,1372,45117,42177,21308,7693,63682,61210,2456,31478,32500,3197,35203,32659,458,1379,186,330,176,1776,2689,621,2965,1639,6843,5207,7361,2912,1680,1248,34,34966,214,32127,3081,52905,37588,2297,63366,7151,30825,17261,13579,4921,1649,791,453,598,822,228,38,146,18381,1588,4960,1739,2320,2870,573,1731,444,180,128,0,176,22,262,96,149,574,0,156,12737,1917,208,10601,4589,211,3215,83,68,60,480,244,5,57027,40238,16499,6951,3188,3701,9790,102,2392,155,2731413148,20875,5908,3,18599,7809,7,20908,5791,3,21015,5632,11,18256,8452,7,19311,7090,732,20154,6928,12,25969,9445,25267,9683,826,979,7770,22548,24412,4470,8238,21417,6194,23349,7624,21773,7887,21311,665,73,816,830,877,948,8797,22012,12566,19036,2703,1489,2111,2093,23,4224,6335,18336,16,10166,13273,949,6361,17443,774,8856,15021,28,7041,16438,1239,9323,14655,1266,8002,16422,876,10634,22888,756,25722,9692,25540,9874,0,0,0
19,19,63733,24385,2082366466,3433164,2563955,21730843,673880,16442,14955,20721,11536,3434,4686,8736,5959,983,24818,26654,873,21210,330,1923,1157,387,59124,890,157,600,54,534,2374,1592,49236,46200,630,125,471,32,348,1433,991,62560,60493,599,145,506,11,199,559,892,1821004962,1900314336,61295,59816,342,98,412,24,120,316,482,56703,56005,105,65,378,53,274,60237,57757,822,912,321,350,502,43750,41198,10604,3165,62105,60078,1882,32883,30850,3564,30919,29330,24,1043,46,163,1157,1824,6426,654,2650,1204,2274,1298,7497,1363,1379,636,5,30755,98,19401,11708,50631,32747,2020,60732,4559,24385,18831,5424,721,23,78,99,102,46,73,42,80,25538,706,6900,3114,2352,2557,196,1034,6447,32,34,0,58,3,1,96,0,24,0,5,4789,489,6,4237,1395,59,932,226,0,43,1,2,6,62423,50022,11629,1310,450,768,14006,28,943,0,2146818870,10415,16018,2,7317,19004,2,10324,16037,2,10989,15411,2,7512,18933,0,7663,18415,620,8690,17844,3,12049,22793,12210,21893,637,1084,16666,10848,17678,6549,17200,9854,14003,12983,15128,11745,16169,10775,443,45,459,503,620,656,19935,10853,22241,9256,2423,1434,1333,1214,64,2638,11723,13484,0,17089,6975,839,12086,11901,1037,14873,9484,0,13208,10442,1286,15860,8469,1232,15169,9166,1162,17519,15337,577,11097,23745,10206,24635,0,0,0
20,20,64031,24159,2087496389,152146,2367523,28058752,663038,18698,16619,19339,9401,2484,5126,9029,6444,1022,23727,25323,945,17567,1998,896,3001,789,51816,3797,261,1877,56,1836,4388,5168,48547,40752,2444,200,1387,42,1261,2460,3132,55788,50207,2069,134,1279,35,779,1117,2876,1785645353,1349308700,42408,39715,759,97,570,54,504,435,1111,37002,35857,424,59,335,186,556,59551,54403,1835,2253,661,1173,964,42214,39259,10817,2861,63039,60437,2577,31246,32785,3516,31527,30649,93,273,57,370,61,2039,3378,1013,4181,1893,4476,2898,6669,2108,1258,1227,78,31392,95,28607,2916,49105,34101,2899,62556,5554,24159,17343,6827,2552,225,112,275,1221,129,356,46,84,18400,1182,5474,2726,2193,2447,401,1436,834,51,356,0,234,0,166,230,0,265,4,3,9027,1347,0,7653,4541,201,3739,58,1,46,363,91,0,60142,48134,11554,3889,1857,2007,11940,74,1926,6,2125466229,12953,10172,4,10221,12578,0,13156,9913,4,13357,9656,7,10182,12872,4,10407,12347,779,11551,11917,21,15727,15777,15612,15110,743,1192,11017,13555,17276,4942,11373,12537,8569,15400,10040,13823,10649,12956,572,143,713,646,694,748,13505,13071,15933,11077,2268,1347,1542,1206,16,2765,7320,12218,6,10876,7585,783,7254,11595,575,9718,9206,8,8145,10210,1018,10133,8808,981,9499,9471,911,11935,15806,589,15351,16152,14973,16528,0,0,0
21,21,63965,24641,2665734140,79265,2217080,34810296,762213,18597,20200,18006,7208,1696,3385,8145,9209,2152,22481,25791,275,15922,3422,2457,2973,613,56486,1533,142,1374,30,914,3483,2599,47294,42666,1034,99,1015,19,666,1792,1556,44362,42168,461,49,766,19,207,531,920,1693599029,1216664037,29994,29118,176,35,233,6,82,188,266,20904,20657,58,14,65,21,93,59210,55569,1010,1219,1085,764,465,40509,39665,20637,5828,63538,61220,2290,32254,31711,2958,35993,35332,159,246,13,94,465,2209,2812,1663,4682,1258,6052,3045,8448,2196,1433,1338,277,35729,229,30700,5308,48388,37462,1283,63274,2786,24641,17809,6803,2266,98,534,94,180,270,265,159,471,23837,1481,9756,1752,2033,3136,485,2615,744,78,59,0,365,0,147,254,0,441,142,1,5020,299,8,4667,1750,31,1372,197,0,0,18,80,31,61722,45645,15553,2243,1280,939,13566,15,1808,149,2714820413,15949,13586,1,12539,16638,1,16183,13249,7,16367,13066,2,12736,16731,0,13403,15794,730,14512,15372,17,18302,18767,17698,18912,893,957,14004,13745,18290,6166,14322,12775,11056,15945,13058,13872,13939,12850,535,222,615,680,666,709,14863,12657,18489,10087,2614,1202,1116,951,0,2096,9283,10561,9,13323,5721,599,9161,10024,559,11969,7186,5,10448,8373,899,12552,6902,877,11727,7954,683,14489,11997,499,18707,18360,19118,17950,0,0,0
22,22,63809,24953,2893218569,120013,2458062,33048096,617636,17538,15124,21155,10005,2188,4152,7320,7663,3634,24323,26021,252,16786,2658,1825,3386,1023,52324,3193,135,3582,27,1134,3414,3147,47796,40719,1900,88,2465,22,744,1856,1894,56035,51148,1435,60,1921,15,440,864,1625,2432055947,1997758850,41908,39973,515,39,643,26,200,308,606,32862,32032,215,31,364,52,213,59572,52345,2622,1835,2096,2101,1111,43592,41836,20912,7135,62585,60461,2084,31830,31978,2976,33244,32498,125,117,25,336,608,1402,2462,927,3448,1429,6229,3709,7379,2274,1389,1398,394,33109,94,29674,3557,49187,34709,1387,62807,5010,24953,18407,6538,4042,658,978,718,424,578,253,28,290,19920,1286,6854,1660,2197,2500,416,1951,571,103,124,0,102,2,135,252,0,1445,0,8,10568,1970,140,8393,3297,71,2216,601,11,0,149,120,6,58157,41942,15648,5652,3352,2299,13913,9,1159,100,2921930450,16910,11915,7,13339,15084,7,17140,11563,7,17202,11414,17,13148,15623,9,14104,14377,696,15233,13930,20,20017,16683,19144,17174,786,843,14388,16229,21167,6122,14962,14977,11124,18675,13330,16485,14376,15150,522,209,644,676,635,727,15514,16300,19832,13105,2670,1212,1720,1137,0,2862,10955,14305,0,15860,8237,749,10868,13593,654,14387,9997,17,12529,11469,1094,15273,9511,1058,13944,11088,824,17521,15849,497,20435,16264,20880,15821,0,0,0
23,23,63308,22593,3025714343,1197395,2224827,34666431,737838,19777,16138,21294,6057,1163,2922,5408,9356,3597,23247,23318,581,18558,1614,937,1303,56,57036,1076,165,1394,27,650,2960,2282,44570,40776,685,136,971,23,440,1544,1294,40045,38250,399,69,532,6,150,420,737,1607208249,948485147,24192,23600,118,43,101,1,61,143,180,18062,17854,59,22,44,31,119,58553,55437,875,705,1369,591,263,41021,39907,19296,5842,62550,60290,2188,31698,31610,2782,33725,33235,12,234,39,70,686,2221,2579,979,3760,1330,6282,3339,7348,1530,1615,1280,32,33572,99,25537,8201,46902,35332,1345,62575,2477,22593,19201,3359,1300,2,607,247,150,10,69,6,101,22915,1217,9149,2460,2455,2042,514,1669,716,350,381,0,56,1,2,133,0,948,0,0,5513,573,18,4881,1478,98,1008,1,0,1,114,116,16,61039,47508,13094,2269,1443,780,14330,60,1170,65,3048044816,14414,15165,3,10891,18351,9,14611,14904,7,14916,14571,6,11132,18406,4,11733,17616,718,12887,17085,20,15969,20054,15486,20137,791,880,14670,12047,17194,6355,15041,11013,11723,14278,13429,12435,14391,11375,495,211,611,581,658,687,15430,10509,18453,8293,2256,1074,1012,820,30,1890,9038,9368,3,12813,4801,503,8981,8826,430,11422,6305,2,9983,7344,876,12071,5952,796,11454,6729,632,13676,10287,376,16433,19589,16952,19070,0,0,0
24,24,63865,26140,2141742793,5114659,2606464,23387297,754813,15314,15150,21177,12038,3901,5857,8745,6006,661,26578,29873,571,23503,515,1823,1721,341,57149,806,174,436,29,2136,3135,4507,49055,44785,440,122,335,26,1370,1976,2785,63418,60095,501,172,309,27,1461,794,3734,1952253533,1968821858,63038,60785,226,75,204,20,1179,347,2353,59443,58991,104,40,131,54,185,60598,56223,1224,2602,317,373,254,44424,41396,10939,2800,63399,60454,2623,32232,31633,3386,32580,31024,44,391,88,84,1435,2111,3679,620,3956,1197,2397,1921,8059,1018,963,749,3,32274,82,18836,13747,51738,34442,1467,63285,6182,26140,19475,6602,557,6,9,197,51,15,104,20,80,21103,481,8560,2089,1817,2209,212,2220,176,130,52,2,29,7,1,25,70,11,0,6,5507,254,5,5131,3698,126,2924,46,0,4,338,12,6,61462,49147,11621,2403,895,1396,13336,14,1495,39,2203373419,12089,13530,0,8688,16791,0,12136,13392,0,12539,13050,0,8707,16955,0,9074,16274,394,10276,15485,0,14270,20447,14263,19615,434,1014,14611,12881,18699,6203,15272,11460,11549,15137,13198,13488,14358,12222,357,18,442,415,506,569,17365,12404,19950,10449,2554,1452,1237,1287,0,2844,9776,14059,0,15688,7100,430,10215,12618,481,13348,9433,2,11203,10975,1033,14177,8991,868,13343,9724,917,15552,16845,414,13288,21428,12663,22054,0,0,0
25,25,63738,23347,1782636537,136987,2015475,24064395,540144,15716,30991,10681,6336,5791,4980,6580,4739,1239,27294,25743,608,10226,2115,3896,6790,2034,49360,2605,203,5111,28,1997,4429,3745,55632,43740,2059,166,4404,25,1788,3450,3112,56905,48057,1868,95,5045,14,597,1079,1912,1615801948,1466469464,49388,43081,1260,63,3747,16,347,621,925,46434,41693,1075,55,3160,274,676,61404,52791,3307,1019,2130,4876,505,28398,27531,17420,8317,63508,59761,3700,34353,29385,2113,32455,26200,2289,2911,751,148,653,982,2473,645,2838,921,2183,2643,13138,3970,603,1102,57,32185,246,27292,5175,57180,35730,4161,52472,13876,23347,10123,13214,7743,85,1328,3501,545,664,421,199,824,18555,1304,7450,861,1885,1911,458,2223,480,156,296,21,121,269,207,228,103,76,23,32,9774,646,12,9101,2392,55,1606,151,78,0,132,227,1,56054,33558,21916,7684,2291,5385,8098,62,1791,86,1871821293,14495,6166,6,12538,8025,4,14563,6105,4,14512,6173,4,12748,7988,4,13540,7146,503,14078,7025,11,20075,9404,19255,9958,1054,911,8269,17418,19255,4697,8737,16317,7208,17742,9216,15680,8743,15872,788,89,856,819,870,1042,10163,18326,14209,15309,3611,1564,1195,1956,0,3050,6133,12101,11,9316,8272,627,6113,11435,781,9373,8631,8,6733,10536,1072,8593,9524,923,7527,10849,741,10611,17414,985,20414,9063,20767,8710,0,0,0
26,26,63918,25134,2154818837,2580423,2495133,22925538,615116,17563,15151,20143,10958,3980,4667,8543,6334,1051,25664,27103,1280,20806,397,2426,1084,341,51378,1031,404,1688,34,4584,4801,10023,47729,39866,680,272,1113,26,2895,2878,5969,62621,57171,840,230,691,52,2486,1085,7468,1868195204,1924793519,59657,55357,414,147,409,21,2402,675,3628,56476,55433,282,112,391,132,324,60238,50618,4843,7237,368,1373,175,42988,38510,11743,3228,62867,59653,3011,32201,31717,3808,30527,29720,0,325,3,100,901,1945,5911,528,3180,1127,1829,2208,7121,1242,1188,752,7,30399,52,23446,6969,49046,32882,1778,62479,6186,25134,18961,6104,2020,992,277,351,77,155,13,1,38,18510,673,7172,1980,1698,1994,78,2153,195,103,12,0,143,0,94,108,3,55,0,22,11979,80,0,11843,9979,156,8907,243,23,126,315,31,0,58290,44981,12432,5631,2071,3428,13327,66,1282,2,2178413325,11238,11683,0,8055,14667,0,11222,11654,0,11286,11556,2,8348,14481,2,8715,13942,427,9657,13516,4,14108,17278,14076,16585,668,1047,13021,12179,17431,5222,13761,10964,10343,14349,12686,11996,13170,11221,483,38,523,482,512,675,15585,12439,18100,10582,2390,1267,1272,1446,0,2810,9458,13192,0,14432,7180,647,9521,12407,472,13409,8605,0,10781,10581,925,12742,9281,971,12344,9663,941,14632,16087,452,13767,17621,13356,18030,0,0,0
27,27,63643,25791,2037661612,6066215,2632690,20620135,612190,16227,13987,20269,13057,4656,5400,8698,5240,856,26695,29176,672,23736,274,2333,852,58,56824,661,1524,448,29,1386,2769,3288,49425,44971,466,981,389,20,947,1654,2024,64638,60382,510,1396,412,31,875,919,2503,1957662103,1913420707,65592,62575,241,1135,315,18,663,478,1362,64744,63176,221,833,290,115,302,60651,56576,1124,2207,178,275,522,43586,40420,10235,3065,62796,59791,2634,31882,31761,3526,30351,28231,5,1365,112,141,1836,2243,4222,614,3422,829,1388,1150,7371,1610,786,658,2,30222,56,21048,9441,51642,32732,1720,61042,5834,25791,19426,6244,748,12,141,188,8,54,19,56,154,23446,518,12027,2002,1554,1757,28,1224,430,30,33,2,622,0,25,53,0,11,0,7,6708,33,10,6577,3080,63,2337,53,13,3,46,80,4,61815,49688,11215,1828,491,1102,13464,20,1111,15,2096856847,10940,14378,0,7270,17960,0,10560,14712,0,11170,14072,0,7700,17660,1,7961,17068,335,8963,16531,1,12987,21115,12908,20392,364,879,15777,11678,18599,5470,16432,10615,12703,14207,14210,12658,15661,11088,299,14,258,261,359,475,19050,12050,21572,10075,2076,1251,1424,1286,2,2830,11129,13836,2,17022,6758,830,11271,12826,477,14802,9323,3,12842,10813,1081,15028,9310,1086,14456,9985,928,16894,16446,312,12336,21767,11608,22496,0,0,0
28,28,64060,26563,2000062359,7294840,2675863,18848028,583502,16167,13589,20328,13618,4774,5611,9351,5099,523,26625,30499,316,25071,181,2241,849,175,56151,374,313,515,20,3288,3396,6699,48983,44151,229,216,348,16,2004,2016,3838,66136,62878,259,109,467,12,1539,824,4125,1918234128,2055802302,68640,66465,97,95,334,15,1094,343,1894,68499,67903,31,48,195,214,455,60494,55669,1426,3448,313,265,15,44794,41711,9488,1428,63526,60321,2888,32277,31783,3386,30821,29048,1,406,8,115,2191,1335,5647,479,3440,1281,1246,1188,6277,666,717,440,19,30552,3,21477,9008,50567,32104,1041,63339,7012,26563,20012,6403,694,102,10,25,237,0,48,0,165,24580,82,12444,1487,1061,1436,32,4239,157,220,39,0,24,0,0,13,0,8,0,0,6484,5,0,6465,4946,67,4149,52,14,0,224,1,0,62223,51869,9570,1837,488,1099,13899,1,1026,1,2068498440,9293,14900,0,5912,18312,0,9335,14837,0,9265,14864,0,6451,17831,0,6522,17603,206,7497,16919,0,11100,22640,11403,21437,288,831,16985,9715,17524,5613,17433,8617,13849,12127,15880,10050,16932,8940,238,12,223,239,255,348,20673,10227,23117,8239,2036,1104,1287,856,3,2463,12031,12600,0,18435,5176,490,12325,11332,336,16191,7524,0,13789,9251,816,17184,6967,598,15430,8417,928,18302,14872,262,10468,23272,9807,23934,0,0,0
