Iowa Senate
District ID,id,Pop20,DHouseholds,DTotal_Income,DArea,DSumAge,DTotal_Rent,DTotalCom,D20Minus,D20to40,D40to65,D65Plus,D0_25k,D25k_50k,D50k_100k,D100k_200k,D200kPlus,DGINI,DOc,DOcOth,DOc1Det,DOc1Att,DOc2_10,DOc10_50,DOc50_Plus,DWhite,DBlack,DNative,DAsian,DPacific,DOther,DMultiracial,DLatino,DVAP,DWhiteVAP,DBlackVAP,DNativeVAP,DAsianVAP,DPacificVAP,DOtherVAP,DMultiracialVAP,DLatinoVAP,DPop10,D10White,D10Black,D10Native,D10Asian,D10Pacific,D10Other,D10Multiracial,D10Latino,D10PCI,D00PCI,DPop00,D00White,D00Black,D00Native,D00Asian,D00Pacific,D00Other,D00Multiracial,D00Latino,DPop90,D90White,D90Black,D90Native,D90Asian,D90Other,D90Latino,D5_or_older,DEnglishOnly,DLimitedEnglish,DSpanish,DIndoEuropean,DAsianPacific,DOtherLanguage,D25_or_older,DHighschool,DBachelors,DGraduate,DNonInstit,DInsured,DUninsured,DMale,DFemale,DVeteran,DWorker_16_up,DCCar,DCTransit,DCWalk,DCBike,DCOther,DIAgri,DIConst,DIMfg,DIWholesale,DIRetail,DITrans,DIInfo,DIProf,DIEdu,DIArts,DIOther,DIPa,DIArmy,DinState,DoutState,DinCounty,DoutCounty,D16_up,DInLF,DUnemployed,DPopPov,DPoverty,DOHousing,DOwner,DRenter,DA_All,DA_Oth,DA_SouthAsia,DA_China,DA_SEasia,DA_Viet,DA_Filipino,DA_Japan,DA_Korea,DE_All,DE_Oth,DE_Germ,DE_USA,DE_Ire,DE_Brit,DE_Italy,DE_Scand,DE_Dutch,DE_Fr,DE_EastEuro,DE_Portug,DE_Czech,DE_Brazil,DE_Arab,DE_Polish,DE_Iran,DE_Balkan,DE_Hungary,DE_Greek,DF_All,DF_African,DF_Carib,DF_AA,DL_All,DL_Oth,DL_Mex,DL_PR,DL_Cuba,DL_Domin,DL_CA,DL_SA,DL_Spain,DUSBorn,DInStateB,DOutStateB,DForeignBorn,DForeignC,DForeignNC,DStSpouse,DGaySpouse,DStPartner,DGayPartner,DCapitaIncome,G22AgD,G22AgR,G22AgO,G22AgrCD,G22AgrCR,G22AgrCO,G22TreD,G22TreR,G22TreO,G22AudD,G22AudR,G22AudO,G22SosD,G22SosR,G22SosO,G22GovD,G22GovR,G22GovO,G22SenD,G22SenR,G22SenO,G20PreD,G20PreR,G20SenD,G20SenR,G20PreO,G20SenO,G18GovR,G18GovD,G18AgD,G18AgR,G18SosR,G18SosD,G18TreR,G18TreD,G18AudR,G18AudD,G18AgrCR,G18AgrCD,G18GovO,G18AgO,G18SosO,G18TreO,G18AudO,G18AgrCO,G16PreR,G16PreD,G16SenR,G16SenD,G16PreO,G16SenO,G16PrePCli,G16PrePSan,G16PrePO,G16PrePAll,G14AgR,G14AgD,G14AgO,G14AgrCR,G14AgrCD,G14AgrCO,G14TreR,G14TreD,G14TreO,G14AudR,G14AudD,G14AudO,G14SosR,G14SosD,G14SosO,G14GovR,G14GovD,G14GovO,G14SenR,G14SenD,G14SenO,G12PreR,G12PreD,G12PreO,G24GuessD,G24GuessR,G28GuessD,G28GuessR,DNonVet,GBuildD,GBuildR
29,29,64103,26038,2095093699,5020100,2628619,20814157,651501,16515,14406,19870,13314,3772,5553,9114,6192,596,25357,28499,226,24493,207,1915,592,102,60073,732,120,543,19,562,2055,1654,49197,46661,468,74,437,4,370,1185,1006,64545,62680,446,62,445,9,363,494,921,1878989781,1878839605,64507,63467,147,34,217,22,137,322,442,64414,64000,71,25,171,51,176,60581,58023,349,534,758,273,250,43551,41169,10780,2980,63594,60625,2644,32282,31821,3921,31915,30276,7,896,52,110,1604,1855,6179,370,2543,1091,1914,1383,8450,1115,1056,366,4,31765,62,19442,12398,51049,33762,1374,62317,5599,26038,20764,5181,555,2,32,88,52,1,192,3,117,28049,304,18709,1919,1218,1022,5,1306,352,38,9,0,233,9,4,102,0,3,1,0,3786,254,0,3502,1279,6,846,84,11,1,23,81,13,62933,52393,10097,1170,757,278,14418,5,911,8,2141401405,11312,15006,0,7451,18739,0,10846,15271,0,11772,14428,0,8013,18255,0,8130,18027,378,9504,17060,0,13226,21881,13559,20860,364,827,15914,11460,18178,5942,16335,10482,12900,13804,13728,12954,15014,11554,365,23,274,377,414,519,19389,12394,22205,10338,2257,1041,1603,1400,12,3055,11153,13844,0,17144,6755,892,10835,12485,1392,14422,9744,2,12752,11133,865,16128,8770,580,13966,10641,896,16173,17450,223,12107,23001,11078,24031,0,0,0
30,30,63993,28205,2196715584,3936576,2693377,21920684,595663,15386,14096,20969,13554,4472,6918,9652,5475,935,26305,32071,672,25646,549,2761,1164,488,58463,1064,168,619,144,775,2759,2718,50492,46875,669,125,494,90,582,1655,1728,65451,62906,624,116,428,10,483,835,1961,1993816591,2006505445,67929,65964,382,78,320,9,414,584,1406,67982,66872,294,36,257,404,1059,60677,58408,459,739,548,200,6,45205,42332,10240,2872,63420,60575,2580,31841,32152,4027,32790,31325,59,471,44,187,1456,1949,5218,765,3981,1289,1833,1389,7213,2544,896,589,2,31714,785,25434,7184,51754,34521,1295,63067,5046,28205,20749,7395,671,0,8,138,85,147,31,3,57,24142,536,10888,1911,1491,1245,60,4741,420,52,13,2,271,0,0,96,0,21,10,20,4618,3,0,4613,2286,26,1836,71,0,0,12,120,0,63112,47555,15000,868,380,354,13496,36,1618,1,2213267466,11543,13546,1,9430,15530,2,12127,13026,0,10854,14076,0,9854,15371,0,9759,15320,441,10725,14707,0,15150,19848,16264,17939,466,909,15050,12613,18991,5676,14986,11947,11581,15426,14215,12363,13332,13322,430,57,460,482,675,702,18117,13841,20802,11434,2178,1410,1506,1454,2,3143,10579,14106,1,15790,8046,577,9793,14055,499,13661,10264,1,11988,11284,944,15984,8842,365,11601,12869,723,15158,19375,398,14446,20551,13854,21142,0,0,0
31,31,64306,27458,1805802563,138670,2454769,23284592,500315,16827,18028,19069,10364,6599,7267,8565,4265,679,26732,30484,839,21241,895,3909,1798,1552,42946,11930,317,1951,698,2218,4246,4699,49427,35680,8185,254,1350,402,1427,2128,2852,65798,50564,10410,191,636,194,1743,1960,3743,1740393257,1931975342,66389,53938,9347,130,496,31,932,1270,1708,64212,55433,7895,96,369,207,475,59660,51786,3892,3057,3336,1115,157,42991,38370,9470,2810,63709,60153,3516,32000,32306,3205,30310,29220,146,367,15,237,123,1943,6505,601,3844,1417,2067,2322,6272,3110,993,531,9,30245,19,28597,1674,50608,33128,3596,63552,10342,27458,16533,10910,2114,833,207,123,377,41,103,175,106,17394,912,6053,2698,1418,1555,178,1034,106,128,105,3,226,0,71,48,28,2046,0,6,12610,1517,96,10924,4546,90,3368,326,2,79,480,4,31,58202,44489,13036,6104,2331,3716,10610,71,2416,9,1840960157,11436,6904,0,9364,8846,0,11021,7352,0,11628,6760,0,9493,8793,0,9581,8531,578,10574,8074,0,16956,10946,16725,10581,550,931,8169,13443,16784,3192,8325,13042,6747,14421,6951,14278,7903,13255,427,20,451,474,512,568,10186,15724,12514,13763,1893,1142,1852,1839,13,3605,6206,13965,0,9745,9681,541,6353,12949,779,8062,11447,0,7144,12096,896,9024,10986,609,7880,12201,688,9845,20800,396,16527,11372,16020,11880,0,0,0
32,32,63793,26215,2021114476,7158506,2679623,19947011,710113,15723,13708,20254,13914,4112,5991,9744,4930,635,25741,31168,1608,25709,189,2017,479,32,59707,470,220,297,30,1276,1792,2439,49851,47234,298,152,242,28,810,1087,1411,66080,64161,324,69,322,43,607,466,1587,1809184727,1851702401,66997,65607,145,69,200,2,483,274,816,65489,65043,36,40,215,37,133,60306,56158,949,1295,1527,115,241,43899,40724,9363,2671,63352,59836,3138,32173,31620,3543,32612,29746,11,1824,18,288,2863,2896,4920,416,3405,982,1143,875,8308,1524,686,466,0,29581,2735,23524,8994,51597,33860,848,61385,5823,26215,20490,5532,306,16,34,16,11,8,45,20,25,26376,424,13271,2518,1218,831,44,4361,54,47,34,0,670,0,1,164,1,0,0,3,3174,171,1,2949,1715,8,1112,18,0,11,271,14,10,62616,44541,17270,1177,468,582,14127,10,1280,0,2042874811,12144,15027,0,8456,18640,5,11918,15205,0,13414,13868,0,9036,18224,0,8993,18139,259,10546,16894,0,13878,21505,14212,20338,299,888,15722,11828,19423,5497,16164,11258,12388,14942,13017,14520,14990,12126,886,16,344,352,250,590,18551,13093,20834,11184,2088,1271,1338,1570,0,3011,10171,14382,1,15962,7511,687,9775,13809,584,13641,9889,2,11930,11345,934,15802,8858,442,12890,11199,1033,14772,18195,305,12423,22960,11267,24118,0,0,0
33,33,63742,24590,2260340239,4066797,2579614,24491000,715919,16878,13576,21732,11504,3060,4514,8655,6686,1221,25293,26824,1137,22389,621,1236,550,44,60209,839,109,362,29,483,1709,1235,48682,46407,605,89,299,18,308,958,775,60185,58634,562,77,284,14,171,344,645,1861012114,1638093086,55246,54172,405,78,134,10,70,247,317,51818,51298,311,36,74,32,149,60117,58458,277,772,284,103,39,43796,41279,11409,3436,62615,61116,1383,32621,31121,3550,32261,31571,16,295,9,31,1405,2525,5692,753,3573,1383,2622,1835,7111,1273,1094,583,2,31715,426,24391,7960,50449,34115,1480,62350,4290,24590,20606,3842,612,20,96,147,9,49,99,13,17,27240,409,17295,2721,2735,1219,73,483,178,115,28,0,132,0,5,47,0,27,10,2,3690,64,20,3524,1438,117,802,33,133,0,133,0,4,63123,52544,10206,619,354,191,14510,22,1186,7,2291696984,11600,15419,0,8097,18600,0,11032,15780,0,11926,14899,0,8701,18300,0,8492,18357,492,10083,17263,1,13832,22467,14091,21223,444,940,16401,11702,18704,5556,16652,10604,13127,13988,13281,13808,15192,11664,526,32,476,459,452,710,18950,12320,21305,10148,1951,1093,1345,1222,10,2730,10204,13466,0,14872,7348,803,9926,12502,731,12658,9601,4,11606,10649,1022,15849,8234,539,13121,10637,908,15487,16995,352,12473,23825,11437,24863,0,0,0
34,34,63469,24909,2004878283,5110346,2585835,20435612,692755,16708,13544,20764,12227,4110,5292,8560,5542,450,25786,28699,811,24261,218,1683,381,41,60279,473,120,209,18,391,1981,1251,48352,46349,347,83,166,10,243,1153,768,65060,63440,419,74,263,24,216,573,864,1804451892,1890669569,65740,64678,195,78,187,17,121,299,492,64535,64066,123,49,104,92,321,59745,57759,220,506,585,59,2,43399,40328,8449,1930,62865,60157,2578,31991,31478,3684,31717,30481,6,416,7,107,2154,2218,5735,455,3026,1455,1300,1245,7507,852,922,636,4,31602,40,21073,10602,49955,33013,790,62584,5687,24909,20006,4831,246,46,8,40,2,9,26,23,18,25335,427,14716,3441,1962,1173,78,738,81,4,2,0,140,0,0,40,0,39,1,3,3097,115,0,2921,1010,5,677,13,8,0,80,5,0,62971,54391,8151,498,51,370,13986,1,1157,0,2078765845,10932,14657,0,7080,18381,0,10379,15127,0,11616,13903,0,7668,18025,0,7695,17630,338,9033,16817,0,12572,21271,12862,20300,366,869,15044,11189,18404,4865,16022,9929,11923,13734,12687,13097,14629,11010,514,28,382,402,358,544,18397,11932,21092,9859,2229,1344,1610,1364,13,3096,10112,14188,0,16245,6914,773,9734,13333,763,13462,9936,0,11984,11096,1063,15054,9047,530,13084,10707,857,14939,18034,272,11109,22735,10026,23815,0,0,0
35,35,63807,25864,2063794422,2453166,2620406,22698588,640496,16207,13950,21288,12325,4486,6123,8107,6039,740,26266,29044,791,22792,536,2430,1627,373,57695,1752,182,317,209,611,3041,1912,49118,45329,1130,129,249,145,419,1718,1087,66362,62764,1403,152,334,102,428,1119,1550,1958873877,1950743452,66925,64550,944,139,289,32,199,609,718,67325,66032,734,121,202,121,358,60100,58996,275,373,41,250,22,44364,41266,9809,2766,63260,60220,2969,31787,32020,4349,29343,28343,37,326,5,311,698,2524,5647,351,3750,1449,1670,1795,6332,1559,986,750,107,26678,2583,20868,8528,50991,31676,2259,62699,7550,25864,19948,5842,783,0,84,309,12,4,127,83,47,23243,172,12036,2586,2901,2085,236,1085,473,8,61,0,84,0,20,132,7,8,0,0,4260,17,21,4206,1753,218,940,86,70,0,281,0,0,63153,47012,15611,654,246,326,12954,42,1993,28,2104137221,10450,13363,0,8634,15028,0,10349,13403,2,10489,13208,0,9238,14581,2,8730,14826,451,9918,14001,6,14640,19251,14817,18093,700,1263,13117,12354,16381,5645,13300,11538,11504,13359,11623,13212,12483,12113,409,87,546,550,650,877,16441,13489,18542,11876,2350,1424,1582,1557,36,3138,10149,13148,0,13045,9132,1067,9730,12768,837,12210,10671,0,10954,11252,1236,15179,8459,679,11862,11232,1230,13771,20057,563,13261,20629,11999,21892,0,0,0
36,36,64300,26665,2166351470,177037,2562483,24878294,483881,15738,17977,18349,12221,4969,6051,8972,5387,1200,27070,29042,1004,18430,1083,4842,2316,1234,55241,3768,224,728,799,780,2759,2269,50993,45219,2434,167,611,459,607,1495,1518,62278,57461,2288,146,645,264,353,1006,1378,1811203029,1962464480,62043,59781,674,93,363,61,393,532,900,61544,60619,301,58,326,137,344,60384,57580,989,1255,355,837,165,43323,40377,14410,5142,63269,60823,2434,30984,33315,3493,32135,30410,317,964,38,242,168,1312,5056,1057,4234,1153,2734,2474,8287,3137,1575,628,4,30662,1462,29988,2112,52485,34277,2389,61285,7031,26665,17971,8685,1365,49,110,283,170,79,369,87,78,23094,789,13346,2535,2431,1371,307,866,204,198,53,0,99,0,141,154,0,61,11,13,6192,288,24,5814,1501,42,905,162,6,8,151,120,0,62213,44932,16977,2087,722,1251,11771,79,1583,69,2198320336,12987,9696,0,10790,11394,0,12453,10025,0,13027,9476,0,11089,11467,2,10838,11530,731,12105,10937,4,17681,14733,17376,14117,795,1187,11177,14518,18252,4805,11000,13848,9177,15574,9295,15409,10192,14206,840,46,793,826,813,925,13099,15939,15580,13691,2341,1332,1716,1735,0,3353,7729,14097,0,10133,9879,943,7590,12918,973,9372,11328,3,8248,12095,1190,12156,9925,689,9289,12569,984,12484,19917,650,16839,15576,16062,16352,0,0,0
37,37,63393,26215,2500387360,79288,2494018,29234238,636174,16165,16255,20022,10987,3150,5094,8700,7099,2103,24813,27474,808,17718,2497,2676,2919,751,53977,2585,119,2404,66,625,3619,2135,48006,42102,1687,91,1712,38,460,1924,1309,56016,51515,1413,118,1363,45,302,1105,1252,2107817609,1833928415,45839,43893,503,63,603,14,155,435,487,36460,35853,191,50,208,63,225,59624,56015,1238,849,1254,1150,194,43937,42511,17431,5318,63162,60853,2270,29834,33556,3360,33146,32195,107,350,49,268,328,1666,5473,740,3936,1561,3861,3580,7320,2574,1098,664,8,33036,87,31021,2175,50044,35030,2035,62951,4665,26215,19689,6522,2769,32,1549,320,79,218,195,62,142,19036,1096,8163,1773,2033,2238,527,1272,107,45,198,22,780,0,150,51,0,0,2,13,5943,228,75,5598,1698,172,1114,42,13,0,98,163,1,60452,44634,15496,2941,1273,1623,13179,134,1759,10,2531855073,16207,10957,0,13221,13570,0,15713,11231,0,16449,10573,0,14031,13258,0,14031,12544,847,14977,12485,4,20183,15415,19470,15728,954,1135,12701,15613,19905,5940,14104,13847,10543,17120,11351,16321,12560,14802,812,125,871,955,911,1237,13948,15946,18498,12470,2886,1446,1463,1567,0,2991,9834,13602,6,13714,8526,825,9355,13052,1011,12596,10113,7,11285,11339,1151,13493,9938,779,11780,11500,942,14435,17246,707,20657,14942,21123,14473,0,0,0
38,38,63383,24741,2249065393,1188112,2377477,25197168,578506,15556,21171,16006,10630,3802,5127,8054,5787,1693,27118,26603,821,18383,1140,2507,2415,1018,56732,1672,112,1422,155,547,2745,1670,50407,45792,1265,91,1066,96,423,1670,1085,61737,58296,1068,91,971,5,242,928,1027,1880447902,1804618246,58123,55860,657,66,650,14,170,508,488,55624,54338,396,81,540,131,310,60073,56899,641,854,1116,675,135,38232,36440,14466,5479,62934,60703,2158,31148,32235,2981,33981,31784,9,1632,118,51,505,1439,4720,689,5037,980,2074,2539,9487,3361,1289,705,7,33851,24,30054,3816,52198,35874,1701,59821,8308,24741,17237,7440,2136,88,1007,87,113,105,106,52,279,21822,1420,10185,2234,1901,1462,120,2002,249,120,20,22,406,0,46,211,5,257,1,7,5316,107,30,5100,1408,50,818,45,0,40,172,141,10,61057,48911,11696,2326,1003,1237,12308,8,1584,37,2305285084,14130,12345,2,10768,15540,0,13429,12986,0,14554,11976,0,11041,15398,1,11415,14842,764,12769,14264,1,17638,17597,17183,17612,754,872,13977,14958,20284,5532,14558,13920,11937,16249,12423,15807,13870,14316,717,70,683,725,757,790,16516,15537,20446,12652,2708,1255,1314,1753,19,3106,10155,13812,4,14994,8005,618,10290,12588,945,12749,10250,2,11569,11305,996,13989,9850,804,12625,11336,739,15746,17917,608,17506,17729,17500,17733,0,0,0
39,39,63936,26488,2100600647,151358,2365061,25277043,594958,17012,19503,18332,9109,4544,6471,8883,5231,1299,26248,29054,1244,18337,923,3576,3622,1151,48457,8150,229,941,222,1208,4728,3438,49504,39491,5389,168,789,134,871,2658,2258,57931,50257,4068,201,771,60,585,1859,2065,1708841236,1899872717,55868,50084,2984,156,833,39,375,1216,1106,53042,49689,2293,153,512,235,730,59950,55743,1703,1558,735,525,1198,41645,38786,11834,3836,62863,59674,3106,33000,30936,3842,33723,32004,92,992,149,279,256,2301,5116,866,4092,2105,2838,3687,7606,2791,912,789,37,33528,162,29660,4070,50953,35809,2096,61261,7643,26488,18179,8296,1120,151,149,76,74,203,76,202,23,17788,1509,6416,2312,1833,2181,353,892,231,91,40,10,1021,0,185,74,0,9,1,5,9086,1909,51,7106,3408,153,2657,76,27,0,222,128,18,60379,45033,14971,3557,1250,2249,9881,41,2173,163,2140555797,13917,6878,0,11984,8522,0,13566,7072,0,14074,6675,0,12465,8421,0,12342,7847,810,13178,7814,0,19475,10827,19106,10507,827,1216,8214,15561,18113,4324,9173,14258,6794,16466,7331,15961,8062,14791,840,71,955,922,877,1336,9965,16625,13226,13952,2537,1554,1555,2028,0,3547,6209,13541,0,8856,9816,766,5817,12984,916,8079,11045,3,7109,11759,1074,8570,10974,768,7338,12199,807,9269,20007,645,19368,10935,19318,10988,0,0,0
40,40,64145,27146,2519915799,83675,2524243,29091301,588594,15417,17401,20665,10675,4156,5572,8990,6525,1863,26092,29258,777,19649,1179,3133,3673,675,51953,5361,139,1706,229,921,3837,2538,49937,42220,3459,114,1316,138,645,2049,1585,60899,54807,2535,148,1322,65,471,1460,1665,2221630101,2207250647,58532,55153,1162,123,945,24,224,727,769,51513,50137,625,67,410,101,358,60077,55523,2123,947,1699,808,977,44410,41867,15298,4491,63803,61166,2613,31547,32598,4282,33334,32713,72,113,114,193,179,1759,6845,697,3765,2095,3542,3055,7242,2290,1066,584,3,33165,155,30197,3136,51840,35223,2014,63418,6448,27146,20156,6956,2798,278,1274,218,389,117,232,19,111,17879,635,7847,1541,1999,2018,378,1132,262,74,54,3,843,9,396,76,0,129,24,9,9225,1466,39,7682,2058,175,1437,136,32,55,40,48,3,59970,44623,14985,4176,1989,2137,12616,38,2162,26,2543153489,15732,10321,0,12798,12840,0,15247,10589,0,15901,10029,2,13672,12509,0,13472,11958,949,14442,11868,2,20069,14751,19526,14839,1001,1167,12114,16273,20405,5782,13388,14531,9959,17755,10768,16989,11930,15379,849,139,981,954,948,1318,13846,17093,17998,13743,2757,1560,1823,1802,0,3580,9690,15312,4,13493,10099,860,9146,14806,976,12428,11639,25,11184,12919,1101,13361,11584,784,11731,13138,944,14316,20102,676,20185,14635,20336,14483,0,0,0
41,41,63802,25398,2083379899,2285335,2585634,23591670,661546,16087,15090,20870,11730,4050,4700,8990,6301,945,25386,27595,1454,20174,1186,2553,991,473,51793,4038,224,1155,16,2031,4545,5479,48741,41067,2584,185,911,13,1420,2562,3414,62501,54611,3704,136,1042,13,1441,1499,4156,1876407427,1844516607,59238,53222,2620,89,795,7,1247,870,2638,56008,52596,1906,109,533,609,1470,60320,56046,1478,2817,342,527,228,44575,41455,11009,3304,63373,61287,1857,31032,32770,4610,30826,30188,28,268,6,93,804,2263,5676,581,3411,1351,1471,2117,6951,1890,1109,1109,19,27601,3132,19539,11296,51006,33225,2057,63173,6530,25398,19354,6047,844,5,104,27,92,352,44,19,111,20456,649,10016,2114,1708,2006,230,935,222,218,56,7,142,0,9,248,2,107,30,0,9767,205,88,9328,4935,138,4194,31,63,0,388,7,2,61320,44338,16461,2482,1250,1088,12700,13,1975,9,2151204246,10602,12126,0,8784,13782,0,10352,12341,0,10889,11749,0,9307,13419,0,9059,13324,580,10215,12719,4,15799,17153,15656,16499,659,970,12310,12149,16113,5291,12415,11606,10498,13437,10731,13119,11919,11914,502,116,572,585,614,689,15130,13757,17625,11589,2200,1319,1497,1372,0,2932,9558,11871,6,12615,7960,750,9160,11468,738,11671,9234,0,10525,9969,966,13579,8083,613,11279,10142,787,13682,18410,467,15219,17730,14670,18283,0,0,0
42,42,63363,24249,2416271362,3099657,2516581,26650611,782835,17259,13438,22322,10282,2533,4032,8273,7164,1644,24819,26258,863,22218,616,1409,315,39,59507,467,92,403,13,397,2481,1244,48115,45720,316,81,299,4,297,1391,745,60841,59283,319,101,283,3,137,590,653,1969043253,1789342633,54051,53191,137,51,115,6,68,279,280,47117,46749,60,46,106,32,149,59735,58073,239,481,403,151,50,42989,41050,12621,4121,63207,61646,1389,31806,31557,3916,32504,31539,27,418,9,63,760,2681,5457,585,2876,1486,3194,2404,7778,1097,788,594,0,32200,55,21980,10282,49960,34012,1197,61976,4551,24249,20424,3688,556,25,35,51,92,48,7,17,54,21894,1024,8715,3192,2051,1737,67,1008,291,33,40,9,1318,0,113,46,0,17,2,6,3426,37,5,3360,919,4,543,6,0,2,113,142,1,62705,50996,11319,651,330,216,14341,31,1594,2,2435347224,13657,15631,0,10079,18931,2,13269,15810,0,14414,14765,0,11046,18454,0,10890,17881,692,12119,17491,4,16145,21103,16065,20554,657,957,15898,13659,19785,6591,17231,11967,13092,15757,14020,14914,15572,13147,609,69,654,650,650,870,18415,13807,21857,11165,2518,1112,1552,1441,31,3148,11047,14263,0,15922,8177,649,10388,13669,734,14120,10260,5,12588,11704,968,15179,9947,635,13813,11158,798,16140,17845,366,15490,21758,15109,22139,0,0,0
43,43,64185,25150,2849650430,336951,2251717,34546678,734996,17317,21560,18078,7247,3315,4567,6222,7932,3031,27331,26920,627,14024,3917,2609,4165,1474,48309,5911,133,4377,20,1371,4061,3664,49218,38420,3843,105,3449,20,987,2394,2489,51034,42532,2753,96,3468,14,799,1134,2144,1980153136,1457384905,36677,32067,1133,70,2183,23,310,561,850,27639,24895,657,43,1673,119,467,59793,50564,3507,2201,2460,2296,2188,41226,39981,24170,11019,62772,60218,2538,32298,31887,1788,34310,31719,1231,857,241,205,198,1068,3286,621,3145,788,3071,2995,14559,2382,1046,857,3,34140,145,28756,5538,50251,35900,1243,61675,6167,25150,16264,8868,5804,173,1975,1315,320,461,548,199,702,17423,1699,6163,1235,1874,2403,496,1142,411,170,295,6,540,5,172,71,48,158,33,35,11335,2353,32,8919,3386,110,1780,425,102,21,407,454,1,56762,36337,19949,7423,2297,5105,12796,61,1870,57,2886381598,19322,7367,17,17227,9190,11,18865,7797,5,19403,7288,12,17560,9179,6,18129,8265,699,18909,8132,12,24726,10090,23705,10626,764,781,7842,19485,21240,4107,8622,18069,7046,19511,7370,19087,8081,18230,506,78,678,675,777,831,8868,19738,12514,16487,2393,1252,1595,1960,5,3536,6409,14341,4,8648,10808,832,6091,13589,850,7707,12308,17,6853,12906,1019,8755,11985,709,7401,13470,630,9940,19328,560,24681,10138,24691,10127,0,0,0
44,44,63655,25571,1883095876,5116369,2611931,19071445,548324,15337,15506,19867,12875,5645,5764,8459,4394,551,28596,29204,1542,22502,440,2989,652,14,57269,1338,172,1173,26,948,2731,2261,49847,45359,1069,125,938,20,656,1678,1472,64986,60387,881,138,2090,24,525,829,1518,1770768608,1879091332,64793,62451,480,102,715,15,208,463,644,63009,61920,288,73,448,78,287,60367,55703,1361,1026,1228,1003,524,44344,40510,11012,3655,62294,59002,3071,33130,30525,3524,29403,27706,3,877,67,78,1244,1651,6280,270,2724,1033,1775,1368,6315,1363,954,358,0,29240,88,20073,9487,51732,31335,1742,60718,7901,25571,18138,7383,1953,4,425,254,473,185,146,93,61,21859,835,6277,3595,2387,2729,86,893,1763,180,7,0,28,0,85,31,14,31,38,5,6882,302,1,6390,1784,37,1246,103,28,0,48,80,1,60648,45126,14825,3007,833,1921,12840,7,1175,4,1954451691,9176,13865,0,6891,16154,0,9068,13960,0,9242,13768,0,7288,15946,0,7087,16071,208,7805,15328,0,11009,21144,11652,19488,404,984,14969,9629,16117,4777,15559,8558,12618,11330,13731,10106,14496,9190,277,22,288,307,352,612,18690,9849,20065,8724,2038,1172,1066,1282,4,2545,10705,11539,0,14988,6322,653,10757,10469,614,13452,7963,0,12231,8677,1102,14793,7279,784,13345,8458,928,16225,14641,607,10324,21832,9330,22826,0,0,0
45,45,63987,26121,1923355992,59121,2131235,28172712,621812,15190,28533,13129,7128,7178,5449,7361,4783,1298,29987,28324,1068,11922,2241,4655,6834,1554,47407,6253,118,3829,15,2003,4364,4887,54311,41991,4098,95,3442,15,1556,3114,3745,58355,49457,3189,119,2961,28,1067,1363,2943,1716379349,1729980425,54384,48615,1808,138,2096,17,600,802,1473,52646,49093,1116,71,1898,236,699,60972,50235,3726,3034,2351,3209,2080,33100,32107,18850,9052,63698,60484,3183,31440,32547,1881,34995,26056,1948,5268,1080,573,168,932,2276,335,4475,1239,1662,2360,14685,4743,1204,684,17,34825,140,31117,3849,55732,38064,2930,58949,15800,26121,12181,13931,5408,130,1006,1502,278,861,267,200,924,15838,1509,4926,1245,1947,2010,471,1250,237,84,194,6,426,5,611,194,52,172,3,44,12325,2281,27,9966,4195,242,2128,561,75,9,582,266,157,55904,31806,23090,8083,2339,5716,8648,43,1828,160,1972676392,20778,4142,7,19389,5412,8,20504,4473,5,20836,4187,11,19666,5378,2,20136,4652,584,20675,4664,3,26817,6436,25968,6811,735,690,5464,23175,23797,3254,6142,21892,5012,22832,5431,22255,5737,21843,572,59,700,741,787,865,6792,24589,9834,21448,2545,1533,1618,2937,0,4510,4504,16362,17,6050,13595,898,4258,15653,889,5472,14833,16,4687,15258,1170,6192,14734,853,5026,16157,686,8765,24788,948,26779,6472,26680,6572,0,0,0
46,46,63909,25224,2331362254,4183738,2550203,25827713,732687,16729,14647,21049,11247,2910,5422,8435,6626,1329,25869,27121,1406,20759,1309,1876,748,95,57319,982,176,603,12,1809,3009,3754,48391,44302,598,147,458,12,1161,1713,2231,59074,56423,431,115,393,16,816,760,2384,1962575736,1805876910,55049,53648,170,74,181,9,419,297,908,48419,47976,117,19,121,66,249,60300,55773,1406,1896,1558,306,99,43538,40466,11984,3425,63529,59333,3885,32250,31659,3400,33156,31775,36,421,28,220,1678,3007,3815,382,3840,1240,1728,1775,8979,1579,1544,621,10,32632,200,21974,11050,50458,34785,1399,63446,5129,25224,19320,5803,691,31,114,55,15,147,118,3,71,22889,931,10128,3909,1874,1898,46,979,203,76,151,0,479,2,3,58,0,17,3,11,5688,19,19,5600,3140,242,2224,28,3,0,350,11,34,62026,50405,11215,1883,884,821,14201,10,1490,9,2380450854,12863,14144,0,9638,17284,0,12339,14624,0,13411,13637,0,10164,17027,0,10637,16169,446,11642,15606,2,15744,19379,15450,18902,514,941,14500,12809,18374,5494,15463,11357,12413,14144,12865,13724,14415,12091,389,49,439,485,493,621,16761,12898,19878,10267,2185,1198,1328,1334,19,2752,10820,12565,2,15051,7143,696,10319,11848,658,13321,9093,0,11849,10354,1064,14515,8703,756,13034,10102,866,15126,15807,516,15256,19866,14982,20140,0,0,0
